"","Date","Time","ppm","Lat","Lon"
"175","10/30/77","9:41:11 PM",331.79,19.5362,-155.5763
"176","11/6/77","8:32:43 PM",332.06,19.5362,-155.5763
"177","11/13/77","6:7:14 PM",332.48,19.5362,-155.5763
"178","11/20/77","7:52:57 PM",332.73,19.5362,-155.5763
"179","11/27/77","11:10:56 AM",332.65,19.5362,-155.5763
"180","12/4/77","11:24:17 AM",333.2,19.5362,-155.5763
"181","12/11/77","10:15:09 AM",333.28,19.5362,-155.5763
"182","12/18/77","2:58:31 AM",333.82,19.5362,-155.5763
"183","12/25/77","6:8:36 PM",333.98,19.5362,-155.5763
"184","1/1/78","2:8:52 PM",334.97,19.5362,-155.5763
"185","1/8/78","11:56:37 AM",334.42,19.5362,-155.5763
"186","1/15/78","1:41:16 AM",334.99,19.5362,-155.5763
"187","1/22/78","8:55:11 PM",335.84,19.5362,-155.5763
"188","1/29/78","8:43:43 PM",335.49,19.5362,-155.5763
"189","2/5/78","5:40:17 PM",334.85,19.5362,-155.5763
"190","2/12/78","2:14:55 PM",335.36,19.5362,-155.5763
"191","2/19/78","11:58:12 AM",335.44,19.5362,-155.5763
"192","2/26/78","5:53:13 PM",335.71,19.5362,-155.5763
"193","3/5/78","9:34:26 AM",335.96,19.5362,-155.5763
"194","3/12/78","8:44:14 PM",336.54,19.5362,-155.5763
"195","3/19/78","2:52:18 AM",336.87,19.5362,-155.5763
"196","3/26/78","6:3:44 AM",337.64,19.5362,-155.5763
"197","4/2/78","8:13:11 AM",337.46,19.5362,-155.5763
"198","4/9/78","1:46:38 PM",337.99,19.5362,-155.5763
"199","4/16/78","1:51:22 AM",337.78,19.5362,-155.5763
"200","4/23/78","2:47:57 AM",337.82,19.5362,-155.5763
"201","4/30/78","7:52:19 PM",338.28,19.5362,-155.5763
"202","5/7/78","3:14:03 PM",338.1,19.5362,-155.5763
"203","5/14/78","9:56:29 PM",337.86,19.5362,-155.5763
"204","5/21/78","6:12:49 AM",337.68,19.5362,-155.5763
"205","5/28/78","5:24:24 AM",338.43,19.5362,-155.5763
"206","6/4/78","6:0:10 AM",338.17,19.5362,-155.5763
"207","6/11/78","2:5:10 AM",338.17,19.5362,-155.5763
"208","6/18/78","10:36:40 AM",337.81,19.5362,-155.5763
"209","6/25/78","9:24:02 AM",337.45,19.5362,-155.5763
"210","7/2/78","1:38:33 AM",336.99,19.5362,-155.5763
"211","7/9/78","9:55:36 AM",336.76,19.5362,-155.5763
"212","7/16/78","4:44:15 PM",336.52,19.5362,-155.5763
"213","7/23/78","3:21:56 PM",335.77,19.5362,-155.5763
"214","7/30/78","2:32:36 PM",335.34,19.5362,-155.5763
"215","8/6/78","2:40:59 AM",334.64,19.5362,-155.5763
"216","8/13/78","8:38:16 PM",334.56,19.5362,-155.5763
"217","8/20/78","8:51:40 AM",333.73,19.5362,-155.5763
"218","8/27/78","5:18:00 AM",333.81,19.5362,-155.5763
"219","9/3/78","3:58:37 AM",332.94,19.5362,-155.5763
"220","9/10/78","5:31:50 AM",331.84,19.5362,-155.5763
"221","9/17/78","6:4:31 PM",331.62,19.5362,-155.5763
"222","9/24/78","7:27:38 AM",332.57,19.5362,-155.5763
"223","10/1/78","10:58:47 AM",332.21,19.5362,-155.5763
"224","10/8/78","9:41:10 PM",331.73,19.5362,-155.5763
"225","10/15/78","12:34:43 AM",332.68,19.5362,-155.5763
"226","10/22/78","7:48:01 AM",332.7,19.5362,-155.5763
"227","10/29/78","7:54:18 AM",333.23,19.5362,-155.5763
"228","11/5/78","6:10:24 PM",333.61,19.5362,-155.5763
"229","11/12/78","7:5:33 AM",333.61,19.5362,-155.5763
"230","11/19/78","10:21:11 AM",334.15,19.5362,-155.5763
"231","11/26/78","4:27:43 AM",334.03,19.5362,-155.5763
"232","12/3/78","5:12:58 AM",334.42,19.5362,-155.5763
"233","12/10/78","7:10:09 PM",334.85,19.5362,-155.5763
"234","12/17/78","6:32:09 AM",335.13,19.5362,-155.5763
"235","12/24/78","2:54:55 PM",335.04,19.5362,-155.5763
"236","12/31/78","10:35:38 PM",335.19,19.5362,-155.5763
"237","1/7/79","4:49:54 PM",335.49,19.5362,-155.5763
"238","1/14/79","5:46:47 AM",336.58,19.5362,-155.5763
"239","1/21/79","2:19:25 PM",336.8,19.5362,-155.5763
"240","1/28/79","2:34:36 AM",337.12,19.5362,-155.5763
"241","2/4/79","9:7:54 PM",336.46,19.5362,-155.5763
"242","2/11/79","9:0:15 AM",336.55,19.5362,-155.5763
"243","2/18/79","11:14:25 PM",336.73,19.5362,-155.5763
"244","2/25/79","6:49:26 PM",336.88,19.5362,-155.5763
"245","3/4/79","2:33:51 PM",337.84,19.5362,-155.5763
"246","3/11/79","10:12:42 AM",337.95,19.5362,-155.5763
"247","3/18/79","10:3:39 PM",338.01,19.5362,-155.5763
"248","3/25/79","11:22:34 AM",339.18,19.5362,-155.5763
"249","4/1/79","6:49:30 PM",338.89,19.5362,-155.5763
"250","4/8/79","6:44:36 PM",338.67,19.5362,-155.5763
"251","4/15/79","10:23:24 PM",338.77,19.5362,-155.5763
"252","4/22/79","1:38:21 AM",339.31,19.5362,-155.5763
"253","4/29/79","9:28:46 PM",339.55,19.5362,-155.5763
"254","5/6/79","2:43:51 AM",338.3,19.5362,-155.5763
"255","5/13/79","9:56:12 PM",339.18,19.5362,-155.5763
"256","5/27/79","12:29:02 PM",339.75,19.5362,-155.5763
"257","6/3/79","11:44:06 PM",339.73,19.5362,-155.5763
"258","6/10/79","10:3:57 PM",338.95,19.5362,-155.5763
"259","6/17/79","11:42:28 PM",339.05,19.5362,-155.5763
"260","6/24/79","11:28:45 PM",338.84,19.5362,-155.5763
"261","7/1/79","12:27:19 PM",338.38,19.5362,-155.5763
"262","7/8/79","9:22:37 AM",338,19.5362,-155.5763
"263","7/15/79","6:18:47 AM",337.87,19.5362,-155.5763
"264","7/22/79","4:0:37 AM",336.52,19.5362,-155.5763
"265","7/29/79","7:20:25 AM",336.81,19.5362,-155.5763
"266","8/5/79","9:27:03 PM",336.26,19.5362,-155.5763
"267","8/12/79","3:20:19 AM",336.04,19.5362,-155.5763
"268","8/19/79","1:44:49 AM",334.69,19.5362,-155.5763
"269","8/26/79","6:40:00 AM",334.36,19.5362,-155.5763
"270","9/2/79","1:26:09 AM",333.63,19.5362,-155.5763
"271","9/9/79","7:4:37 AM",334.31,19.5362,-155.5763
"272","9/16/79","1:27:27 AM",333.48,19.5362,-155.5763
"273","9/23/79","4:5:27 AM",333.87,19.5362,-155.5763
"274","9/30/79","3:9:40 PM",333.96,19.5362,-155.5763
"275","10/7/79","6:21:56 AM",334.35,19.5362,-155.5763
"276","10/14/79","2:18:11 AM",334.08,19.5362,-155.5763
"277","10/21/79","4:38:05 AM",334.04,19.5362,-155.5763
"278","10/28/79","3:46:26 PM",334.49,19.5362,-155.5763
"279","11/4/79","3:38:48 PM",334.8,19.5362,-155.5763
"280","11/11/79","5:35:29 PM",335.19,19.5362,-155.5763
"281","11/18/79","9:26:21 AM",335.65,19.5362,-155.5763
"282","11/25/79","11:9:15 AM",335.89,19.5362,-155.5763
"283","12/2/79","12:16:54 PM",336.34,19.5362,-155.5763
"284","12/9/79","3:0:26 AM",336.67,19.5362,-155.5763
"285","12/16/79","5:28:26 AM",336.97,19.5362,-155.5763
"286","12/23/79","7:15:24 AM",337.15,19.5362,-155.5763
"287","12/30/79","5:54:00 PM",337.59,19.5362,-155.5763
"288","1/6/80","1:4:18 PM",337.4,19.5362,-155.5763
"289","1/13/80","12:10:50 PM",337.55,19.5362,-155.5763
"290","1/20/80","6:28:52 AM",338.34,19.5362,-155.5763
"291","1/27/80","9:23:59 AM",337.9,19.5362,-155.5763
"292","2/3/80","4:11:34 AM",338.4,19.5362,-155.5763
"293","2/10/80","4:25:22 PM",338.17,19.5362,-155.5763
"294","2/17/80","5:49:14 PM",338.34,19.5362,-155.5763
"295","2/24/80","6:0:01 AM",338.59,19.5362,-155.5763
"296","3/2/80","11:2:29 AM",339.5,19.5362,-155.5763
"297","3/9/80","5:9:27 PM",339.83,19.5362,-155.5763
"298","3/16/80","8:2:01 PM",339.79,19.5362,-155.5763
"299","3/23/80","12:58:40 PM",340.89,19.5362,-155.5763
"300","3/30/80","3:10:26 PM",340.52,19.5362,-155.5763
"301","4/6/80","6:10:06 AM",340.75,19.5362,-155.5763
"302","4/13/80","10:34:24 PM",340.88,19.5362,-155.5763
"303","4/20/80","2:7:31 AM",341.06,19.5362,-155.5763
"304","4/27/80","3:43:43 PM",341.32,19.5362,-155.5763
"305","5/4/80","1:41:36 AM",341.52,19.5362,-155.5763
"306","5/11/80","11:12:56 AM",341.47,19.5362,-155.5763
"307","5/18/80","9:5:06 PM",341.41,19.5362,-155.5763
"308","5/25/80","7:18:57 PM",341.48,19.5362,-155.5763
"309","6/1/80","12:18:02 PM",341.61,19.5362,-155.5763
"310","6/8/80","4:2:02 PM",341.49,19.5362,-155.5763
"311","6/15/80","8:19:11 AM",341.53,19.5362,-155.5763
"312","6/22/80","6:48:10 AM",340.61,19.5362,-155.5763
"313","6/29/80","4:11:22 AM",340.49,19.5362,-155.5763
"314","7/6/80","3:19:23 PM",339.03,19.5362,-155.5763
"315","7/13/80","3:1:53 PM",339.38,19.5362,-155.5763
"316","7/20/80","3:20:59 AM",338.85,19.5362,-155.5763
"317","7/27/80","3:19:54 AM",338.62,19.5362,-155.5763
"318","8/3/80","8:35:36 PM",336.68,19.5362,-155.5763
"319","8/10/80","12:27:26 AM",338.01,19.5362,-155.5763
"320","8/17/80","4:49:19 AM",337.68,19.5362,-155.5763
"321","8/24/80","4:25:10 AM",338.03,19.5362,-155.5763
"322","8/31/80","7:34:06 PM",336.71,19.5362,-155.5763
"323","9/7/80","8:8:54 PM",336.18,19.5362,-155.5763
"324","9/14/80","2:52:16 AM",336.08,19.5362,-155.5763
"325","9/21/80","11:11:16 AM",335.43,19.5362,-155.5763
"326","9/28/80","5:24:18 PM",335.93,19.5362,-155.5763
"327","10/5/80","9:32:34 PM",335.67,19.5362,-155.5763
"328","10/12/80","9:7:10 PM",336.03,19.5362,-155.5763
"329","10/19/80","2:11:42 PM",336.29,19.5362,-155.5763
"330","10/26/80","3:58:42 AM",336.51,19.5362,-155.5763
"331","11/2/80","6:43:01 AM",336.95,19.5362,-155.5763
"332","11/9/80","7:50:07 AM",337.18,19.5362,-155.5763
"333","11/16/80","12:5:43 PM",337.17,19.5362,-155.5763
"334","11/23/80","12:17:05 AM",337.6,19.5362,-155.5763
"335","11/30/80","4:13:28 PM",337.64,19.5362,-155.5763
"336","12/7/80","11:44:30 AM",338.22,19.5362,-155.5763
"337","12/14/80","4:56:13 AM",338.5,19.5362,-155.5763
"338","12/21/80","10:20:55 AM",338.41,19.5362,-155.5763
"339","12/28/80","4:6:48 AM",338.6,19.5362,-155.5763
"340","1/4/81","5:37:59 PM",339.38,19.5362,-155.5763
"341","1/11/81","9:35:18 AM",339.22,19.5362,-155.5763
"342","1/18/81","11:54:20 AM",339.53,19.5362,-155.5763
"343","1/25/81","3:24:19 PM",339.71,19.5362,-155.5763
"344","2/1/81","7:16:23 AM",339.85,19.5362,-155.5763
"345","2/8/81","1:23:19 PM",340.72,19.5362,-155.5763
"346","2/15/81","2:29:54 AM",340.22,19.5362,-155.5763
"347","2/22/81","11:41:42 AM",341.25,19.5362,-155.5763
"348","3/1/81","12:16:41 PM",341.02,19.5362,-155.5763
"349","3/8/81","7:13:45 AM",340.97,19.5362,-155.5763
"350","3/15/81","10:4:27 PM",341.44,19.5362,-155.5763
"351","3/22/81","12:7:01 AM",342.5,19.5362,-155.5763
"352","3/29/81","9:34:49 PM",342.3,19.5362,-155.5763
"353","4/5/81","3:33:02 PM",342.76,19.5362,-155.5763
"354","4/12/81","10:37:55 PM",342.67,19.5362,-155.5763
"355","4/19/81","7:41:10 AM",342.55,19.5362,-155.5763
"356","4/26/81","12:29:30 AM",342.61,19.5362,-155.5763
"357","5/3/81","8:57:06 AM",343.09,19.5362,-155.5763
"358","5/10/81","12:17:48 AM",343.03,19.5362,-155.5763
"359","5/17/81","6:44:11 PM",342.91,19.5362,-155.5763
"360","5/24/81","8:3:22 AM",342.98,19.5362,-155.5763
"361","5/31/81","7:12:55 AM",342.87,19.5362,-155.5763
"362","6/7/81","1:49:12 PM",342.83,19.5362,-155.5763
"363","6/14/81","12:55:55 PM",342.44,19.5362,-155.5763
"364","6/21/81","3:58:07 PM",342.02,19.5362,-155.5763
"365","6/28/81","8:39:28 PM",341.49,19.5362,-155.5763
"366","7/5/81","4:10:56 AM",341.29,19.5362,-155.5763
"367","7/12/81","3:46:32 AM",340.56,19.5362,-155.5763
"368","7/19/81","2:30:24 AM",340.51,19.5362,-155.5763
"369","7/26/81","12:15:01 AM",339.97,19.5362,-155.5763
"370","8/2/81","5:55:55 AM",339.29,19.5362,-155.5763
"371","8/9/81","9:28:56 AM",338.97,19.5362,-155.5763
"372","8/16/81","11:0:31 AM",338.05,19.5362,-155.5763
"373","8/23/81","6:1:44 AM",337.51,19.5362,-155.5763
"374","8/30/81","10:1:39 AM",337.6,19.5362,-155.5763
"375","9/6/81","3:57:34 PM",337.27,19.5362,-155.5763
"376","9/13/81","8:56:33 AM",336.96,19.5362,-155.5763
"377","9/20/81","9:39:44 AM",336.54,19.5362,-155.5763
"378","9/27/81","7:35:35 AM",336.16,19.5362,-155.5763
"379","10/4/81","2:47:04 PM",336.64,19.5362,-155.5763
"380","10/11/81","7:11:36 AM",337.05,19.5362,-155.5763
"381","10/18/81","10:36:40 PM",337.47,19.5362,-155.5763
"382","10/25/81","7:52:56 AM",337.8,19.5362,-155.5763
"383","11/1/81","2:4:38 AM",338.13,19.5362,-155.5763
"384","11/8/81","9:54:08 AM",338.2,19.5362,-155.5763
"385","11/15/81","10:28:34 AM",338.34,19.5362,-155.5763
"386","11/22/81","3:1:59 PM",339.17,19.5362,-155.5763
"387","11/29/81","10:49:30 PM",340.09,19.5362,-155.5763
"388","12/6/81","9:59:44 PM",339.63,19.5362,-155.5763
"389","12/13/81","7:33:11 PM",339.56,19.5362,-155.5763
"390","12/20/81","4:54:24 PM",340.01,19.5362,-155.5763
"391","12/27/81","4:37:01 AM",340.45,19.5362,-155.5763
"392","1/3/82","5:34:47 AM",340.58,19.5362,-155.5763
"393","1/10/82","9:24:03 AM",340.73,19.5362,-155.5763
"394","1/17/82","12:47:01 AM",340.89,19.5362,-155.5763
"395","1/24/82","3:23:34 PM",341.6,19.5362,-155.5763
"396","1/31/82","2:53:28 AM",341.83,19.5362,-155.5763
"397","2/7/82","9:16:05 PM",341.54,19.5362,-155.5763
"398","2/14/82","10:9:27 AM",341.34,19.5362,-155.5763
"399","2/21/82","9:51:36 PM",341.86,19.5362,-155.5763
"400","2/28/82","12:32:44 AM",342.65,19.5362,-155.5763
"401","3/7/82","3:4:26 PM",342.6,19.5362,-155.5763
"402","3/14/82","7:5:29 PM",342.64,19.5362,-155.5763
"403","3/21/82","1:40:59 PM",343.48,19.5362,-155.5763
"404","3/28/82","1:48:16 PM",342.9,19.5362,-155.5763
"405","4/4/82","1:20:13 PM",343.38,19.5362,-155.5763
"406","4/25/82","8:7:18 AM",344.84,19.5362,-155.5763
"407","5/2/82","5:28:11 AM",344.15,19.5362,-155.5763
"408","5/9/82","7:30:57 PM",344.9,19.5362,-155.5763
"409","5/16/82","2:48:05 PM",344.78,19.5362,-155.5763
"410","5/23/82","5:33:04 AM",344.89,19.5362,-155.5763
"411","5/30/82","2:47:27 PM",343.99,19.5362,-155.5763
"412","6/6/82","11:5:20 AM",344.03,19.5362,-155.5763
"413","6/13/82","6:55:40 PM",344.06,19.5362,-155.5763
"414","6/20/82","1:26:01 PM",343.52,19.5362,-155.5763
"415","6/27/82","12:58:38 AM",343.24,19.5362,-155.5763
"416","7/4/82","11:24:04 PM",342.84,19.5362,-155.5763
"417","7/11/82","8:34:30 AM",342.13,19.5362,-155.5763
"418","7/18/82","9:0:11 PM",342.07,19.5362,-155.5763
"419","7/25/82","5:43:05 PM",341.66,19.5362,-155.5763
"420","8/1/82","10:11:48 AM",340.97,19.5362,-155.5763
"421","8/8/82","12:44:34 PM",340.51,19.5362,-155.5763
"422","8/15/82","5:57:39 PM",340.5,19.5362,-155.5763
"423","8/22/82","9:4:06 PM",338.91,19.5362,-155.5763
